x_data,y_data,y_fit,component_1
649.9490436365359,0.0,0.004241879062820154,0.008106938268252154
649.4989594407361,0.00030416183236372304,0.004349470062672922,0.008214529268104922
649.0488752449355,0.0006924174447009896,0.004459211085528261,0.008324270290960261
648.5987910491358,0.0011046647854823825,0.0045711596342871055,0.008436218839719106
648.1487068533352,0.0014535225542946066,0.004685375141444502,0.008550434346876502
647.6986226575355,0.001699250917231303,0.004801919047073503,0.008666978252505503
647.2485384617348,0.0018457220879647966,0.004920854880503079,0.008785914085935079
646.7984542659351,0.00189454673087161,0.0050422483458829395,0.00890730755131494
646.3483700701345,0.0018805140932898518,0.005166167411855351,0.009031226617287351
645.8982858743348,0.0018919128533380842,0.005292682405551899,0.0091577416109839
645.4482016785341,0.0019776421195706654,0.005421866111162719,0.009286925316594719
644.9981174827344,0.002092920457943765,0.00555379387332481,0.00941885307875681
644.5480332869347,0.0021807926800334657,0.005688543705608022,0.009553602911040023
644.0979490911341,0.002251322680206088,0.00582619640438004,0.00969125560981204
643.6478648953344,0.0023726575579128234,0.005966835668359044,0.009831894873791044
643.1977806995337,0.002620608858328077,0.006110548224182747,0.009975607429614747
642.747696503734,0.0030041041851963744,0.006257423958333655,0.010122483163765655
642.2976123079334,0.0034258748549026515,0.006407556055798845,0.010272615261230845
641.8475281121337,0.003776506009321218,0.006561041145848637,0.010426100351280637
641.397443916333,0.004059133479609791,0.006717979455363369,0.01058303866079537
640.9473597205333,0.004354535945432699,0.006878474970146124,0.010743534175578124
640.4972755247327,0.004692629291194294,0.007042635604708927,0.010907694810140927
640.047191328933,0.005019081174056399,0.00721057338103198,0.01107563258646398
639.5971071331323,0.005259762420881732,0.0073824046168508,0.0112474638222828
639.1470229373326,0.005393715088866876,0.0075582501240421904,0.01142330932947419
638.696938741532,0.005489028359737156,0.007738235417741757,0.011603294623173757
638.2468545457323,0.005644581581484158,0.007922490936846695,0.011787550142278695
637.7967703499316,0.005865959677673734,0.008111152276626716,0.011976211482058716
637.3466861541319,0.006046649192447494,0.008304360434192989,0.01216941963962499
636.8966019583313,0.0060956999902838874,0.008502262067652717,0.012367321273084717
636.4465177625316,0.006031124483927896,0.008705009769811086,0.012570068975243086
635.996433566731,0.005940246056066946,0.008912762357370166,0.012777821562802166
635.5463493709312,0.005896661588357723,0.00912568517661694,0.01299074438204894
635.0962651751306,0.005921141480491309,0.009343950426692291,0.013209009632124291
634.6461809793309,0.0060074968097606546,0.009567737501585677,0.013432796707017677
634.1960967835303,0.006178127946141987,0.009797233352113608,0.013662292557545608
633.7460125877305,0.006472540294651245,0.01003263286920534,0.01389769207463734
633.2959283919299,0.006870865317328724,0.010274139289948843,0.014139198495380843
632.8458441961302,0.007297752052820017,0.010521964627930308,0.014387023833362309
632.3957600003296,0.007708772089410396,0.010776330129549273,0.014641389334981273
631.9456758045299,0.008095320507828026,0.011037466758089615,0.014902525963521615
631.4955916087301,0.008433168392751418,0.011305615707497751,0.015170674912929751
631.0455074129295,0.008726902276471936,0.011581028947943587,0.015446088153375587
630.5954232171298,0.0090578744999387,0.011863969805422604,0.015729029010854604
630.1453390213292,0.009486402237662922,0.012154713577838845,0.016019772783270846
629.6952548255294,0.009964791621385692,0.012453548190184552,0.016318607395616552
629.2451706297288,0.01042281327151151,0.012760774891678045,0.016625834097110045
628.7950864339291,0.01086014174558074,0.013076708997917791,0.01694176820334979
628.3450022381285,0.011302848294194865,0.013401680681403317,0.017266739886835317
627.8949180423288,0.011758710440541888,0.013736035814011985,0.017601095019443985
627.4448338465281,0.012246223245082358,0.014080136865364657,0.017945196070796657
626.9947496507284,0.01278653495171897,0.01443436386130354,0.01829942306673554
626.5446654549278,0.013365091663337155,0.014799115407111601,0.0186641746125436
626.0945812591281,0.013963492091032533,0.015174809780456667,0.019039868985888667
625.6444970633274,0.014591778065275854,0.015561886099524571,0.01942694530495657
625.1944128675277,0.01523834121901098,0.015960805572237315,0.019825864777669316
