x_data,y_data,y_fit,component_1
499.97906784554425,0.0010295185458863273,0.0021044782443435887,0.0001756994349377558
499.9385393951893,0.0010563329743436144,0.002104505240931405,0.00017572643152557186
499.8980109448348,0.0010817044110918625,0.002104532243741386,0.00017575343433555302
499.85748249448034,0.0011041233186878782,0.002104559252775445,0.0001757804433696117
499.81695404412585,0.0011226195303758266,0.002104586268035494,0.00017580745862966064
499.77642559377136,0.0011368077813790228,0.0021046132895234464,0.00017583448011761354
499.7358971434169,0.0011469192305634777,0.0021046403172412177,0.00017586150783538475
499.69536869306194,0.0011537349147037444,0.0021046673511907225,0.00017588854178488954
499.65484024270745,0.0011585402171911266,0.0021046943913738763,0.00017591558196804313
499.61431179235296,0.0011630338054500998,0.0021047214377925955,0.00017594262838676241
499.5737833419985,0.0011691700226205762,0.0021047484904487975,0.0001759696810429646
499.533254891644,0.0011790503129390202,0.002104775549344401,0.00017599673993856773
499.49272644128905,0.001194765613420714,0.002104802614481324,0.00017602380507549087
499.45219799093456,0.001218245750356144,0.002104829685861486,0.00017605087645565287
499.4116695405801,0.001251129850249753,0.002104856763486807,0.0001760779540809742
499.3711410902256,0.0012946437555728112,0.002104883847359209,0.00017610503795337595
499.3306126398711,0.0013494949525515957,0.002104910937480613,0.0001761321280747797
499.2900841895166,0.0014158340446897195,0.002104938033852941,0.00017615922444710796
499.2495557391617,0.001493202216662221,0.0021049651364781173,0.00017618632707228413
499.2090272888072,0.0015805522487579292,0.0021049922453580646,0.00017621343595223166
499.1684988384527,0.0016762940481712522,0.0021050193604947084,0.00017624055108887536
499.1279703880982,0.00177834718510809,0.002105046481889974,0.00017626767248414075
499.08744193774373,0.001884280989068266,0.002105073609545787,0.00017629480013995385
499.04691348738925,0.0019914161186502873,0.0021051007434640745,0.0001763219340582416
499.0063850370343,0.002096964657833778,0.002105127883646765,0.0001763490742409319
498.9658565866798,0.0021981912267042734,0.0021051550300957857,0.00017637622068995257
498.92532813632533,0.0022925390681074083,0.002105182182813066,0.00017640337340723292
498.88479968597085,0.0023777946607807733,0.002105209341800536,0.00017643053239470286
498.84427123561636,0.0024521612699021918,0.002105236507060126,0.000176457697654293
498.8037427852619,0.002514364019301541,0.0021052636785937676,0.00017648486918793454
498.76321433490693,0.0025637269444160923,0.002105290856403393,0.00017651204699756004
498.72268588455245,0.0026001624850693263,0.0021053180404909345,0.00017653923108510157
498.68215743419796,0.0026241819926921157,0.002105345230858326,0.00017656642145249304
498.6416289838435,0.002636846696623875,0.002105372427507502,0.00017659361810166881
498.601100533489,0.0026396731391219196,0.002105399630440397,0.00017662082103456388
498.5605720831345,0.002634552619999068,0.002105426839658947,0.00017664803025311399
498.52004363277956,0.0026236005931200273,0.002105454055165089,0.00017667524575925607
498.4795151824251,0.0026090340821542674,0.00210548127696076,0.0001767024675549268
498.4389867320706,0.002593028081886529,0.0021055085050478975,0.00017672969564206452
498.3984582817161,0.0025775649547132113,0.002105535739428441,0.00017675693002260797
498.3579298313616,0.0025643188512093633,0.00210556298010433,0.00017678417069849666
498.31740138100713,0.0025545471355098034,0.002105590227077504,0.0001768114176716709
498.2768729306522,0.0025489958203184764,0.002105617480349905,0.00017683867094407205
498.2363444802977,0.002547885557280211,0.0021056447399234743,0.00017686593051764117
498.1958160299432,0.002550859100874808,0.0021056720058001545,0.0001768931963943212
498.15528757958873,0.0025570268397088316,0.0021056992779818883,0.00017692046857605538
498.11475912923424,0.002565008825400336,0.002105726556470621,0.00017694774706478763
498.0742306788793,0.002573039844790691,0.002105753841268296,0.0001769750318624631
498.0337022285248,0.0025790674873422833,0.0021057811323768596,0.00017700232297102674
497.99317377817033,0.0025808817341997645,0.002105808429798258,0.00017702962039242503
497.95264532781584,0.002576279571321907,0.002105835733534438,0.00017705692412860497
497.91211687746136,0.002563191076135794,0.0021058630435873476,0.00017708423418151442
497.8715884271069,0.0025398370258545517,0.002105890359958935,0.00017711155055310184
497.83105997675193,0.0025048479793174177,0.0021059176826511497,0.00017713887324531682
497.79053152639744,0.002457365846794502,0.0021059450116659418,0.00017716620226010876
497.75000307604296,0.002397145459791551,0.0021059723470052616,0.0001771935375994287
497.7094746256885,0.002324572083085249,0.0021059996886710615,0.0001772208792652282
497.668946175334,0.0022406754243514643,0.0021060270366652927,0.0001772482272594596
497.6284177249795,0.002147112122129943,0.002106054390989909,0.0001772755815840758
497.58788927462456,0.0020461027024972155,0.002106081751646864,0.00017730294224103094
497.5473608242701,0.0019403124972265315,0.002106109118638112,0.000177330309232279
497.5068323739156,0.0018327570787972172,0.0021061364919656086,0.00017735768255977555
497.4663039235611,0.0017266306424486987,0.0021061638716313095,0.0001773850622254766
497.4257754732066,0.001625158905083949,0.002106191257637172,0.00017741244823133896
497.3852470228521,0.0015314520041729359,0.0021062186499851534,0.00017743984057932017
497.3447185724972,0.0014483258749925215,0.002106246048677212,0.00017746723927137891
497.3041901221427,0.0013781761639722755,0.0021062734537153067,0.0001774946443094736
497.2636616717882,0.0013228556444473472,0.0021063008651013974,0.00017752205569556434
497.2231332214337,0.0012835761492607648,0.0021063282828374446,0.00017754947343161175
497.18260477107924,0.0012608525322504618,0.00210635570692541,0.00017757689751957711
497.14207632072475,0.0012544956634351569,0.0021063831373672555,0.0001776043279614226
497.1015478703698,0.0012636159314214127,0.0021064105741649443,0.0001776317647591113
