x_data,y_data,y_fit,component_1,component_2
-600.0970313280668,0.8754534330503969,0.7994425218785182,1.0189462211094798e-11,0.01836758213381838
-600.252833119277,0.8784824808461471,0.7994583322433755,1.0687130031731068e-11,0.018383392533835297
-600.4086349104891,0.8805210158931011,0.7994741630973294,1.1208938017763266e-11,0.01839922332885257
-600.5644367017012,0.8814717875602006,0.7994900143239647,1.175603466337674e-11,0.018415074553916052
-600.7202384929133,0.8812751445631424,0.7995058860396966,1.232962197312721e-11,0.018430946244146994
-600.8760402841235,0.8799128424931635,0.7995217782445252,1.2930957900198499e-11,0.01844683843474185
-601.0318420753356,0.8774100269049503,0.7995376909384504,1.3561358893193684e-11,0.018462751160973234
-601.1876438665477,0.8738353919636711,0.7995536242378876,1.4222202556052578e-11,0.018478684458189
-601.3434456577597,0.8693009424744272,0.7995695781428367,1.4914930426139172e-11,0.018494638361813157
-601.49924744897,0.8639591382356642,0.7995855526532978,1.5641050875499016e-11,0.0185106129073457
-601.655049240182,0.8579997210985165,0.7996015478856862,1.6402142140702025e-11,0.018526608130363595
-601.8108510313941,0.8516440036736307,0.7996175638400018,1.7199855486689003e-11,0.018542624066519783
-601.9666528226044,0.8451379681852413,0.7996336005162448,1.803591851055996e-11,0.01855866075154399
-602.1224546138164,0.8387455239722805,0.7996496580308303,1.891213859126725e-11,0.018574718221243482
-602.2782564050285,0.8327392266369638,0.7996657362673432,1.9830406491389344e-11,0.01859079651150212
-602.4340581962406,0.8273912351639244,0.7996818354586139,2.0792700117714362e-11,0.018606895658281317
-602.5898599874508,0.8229639517452839,0.7996979554882273,2.180108844728982e-11,0.018623015697619878
-602.7456617786629,0.8197000270175897,0.7997140964725986,2.285773562616374e-11,0.018639156665634923
-602.901463569875,0.8178138724455646,0.7997302584117278,2.3964905248025003e-11,0.018655318598520987
-603.057265361087,0.817482776088275,0.799746441305615,2.5124964820677492e-11,0.018671501532550965
-603.2130671522973,0.8188394461885923,0.7997626452706754,2.6340390428183248e-11,0.018687705504075933
-603.3688689435094,0.8219662998800152,0.7997788703069091,2.7613771597180747e-11,0.01870393054952611
-603.5246707347214,0.8268900691875575,0.799795116414316,2.8947816375856828e-11,0.01872017670540993
-603.6804725259317,0.8335803732044527,0.7998113838257268,3.0345356634899266e-11,0.0187364440083148
-603.8362743171438,0.8419477350042461,0.7998276723083109,3.180935359975504e-11,0.0187527324949079
-603.9920761083558,0.8518458820227687,0.7998439819784835,3.3342903623858474e-11,0.018769042201935225
-604.1478778995679,0.8630738877930786,0.79986031295266,3.494924421337078e-11,0.018785373166222575
-604.3036796907782,0.8753829937678687,0.7998766652308404,3.663176031382738e-11,0.018801725424675335
-604.4594814819902,0.8884825585831931,0.7998930388130248,3.839399086999397e-11,0.018818099014279503
-604.6152832732023,0.902049497556915,0.799909433699213,4.023963567017381e-11,0.018834493972100724
-604.7710850644144,0.9157384360987997,0.7999258501222357,4.217256248737598e-11,0.018850910335285253
-604.9268868556246,0.9291927356792893,0.7999422878492624,4.419681452954892e-11,0.01886734814105981
-605.0826886468367,0.942057026945088,0.7999587472295389,4.6316618212163265e-11,0.018883807426732527
-605.2384904380488,0.953988552982001,0.7999752280302346,4.853639126633058e-11,0.018900288229692024
-605.3942922292608,0.9646699404010692,0.7999917303677648,5.0860751197048994e-11,0.01891679058740839
-605.5500940204711,0.9738203046308593,0.8000082542421296,5.329452410588209e-11,0.018933314537433004
-605.7058958116831,0.9812057999451399,0.8000247998861596,5.584275389367623e-11,0.0189498601173995
-605.8616976028952,0.9866481864026484,0.8000413672998548,5.851071185877779e-11,0.018966427365022874
-606.0174993941055,0.9900330001692764,0.8000579562503844,6.130390670784501e-11,0.01898301631810023
-606.1733011853175,0.9913134403703711,0.800074566854164,6.422809499625911e-11,0.01899962701451157
-606.3291029765296,0.9905143352665532,0.8000911993440241,6.728929201574498e-11,0.019016259492218905
-606.4849047677417,0.9877323009007503,0.8001078537199646,7.049378314848297e-11,0.01903291378926718
-606.6407065589519,0.9831335993632543,0.8001245298655704,7.384813570659547e-11,0.01904958994378414
-606.796508350164,0.9769499346453548,0.8001412278972566,7.735921127763748e-11,0.01906628799398131
-606.9523101413761,0.9694710755523177,0.8001579478150234,8.103417859648051e-11,0.01908300797815305
