ppm,Intensity,Sum,Residue,Peak 1,Peak 2,Peak 3,Peak 4
3885.78,292760,0,292760,0,0,0,0
3884.56,335004,0,335004,0,0,0,0
3883.33,360407,0,360407,0,0,0,0
3882.1,371951,0,371951,0,0,0,0
3880.88,366656,0,366656,0,0,0,0
3879.65,350134,0,350134,0,0,0,0
3878.42,333611,0,333611,0,0,0,0
3877.2,319194,0,319194,0,0,0,0
3875.97,304777,0,304777,0,0,0,0
3874.74,300534,0,300534,0,0,0,0
3873.51,313131,0,313131,0,0,0,0
3872.29,335086,0,335086,0,0,0,0
3871.06,357041,0,357041,0,0,0,0
3869.83,368821,0,368821,0,0,0,0
3868.61,363761,0,363761,0,0,0,0
3867.38,346773,0,346773,0,0,0,0
3866.15,312945,0,312945,0,0,0,0
3864.93,278064,0,278064,0,0,0,0
3863.7,260023,0,260023,0,0,0,0
3862.47,260489,0,260489,0,0,0,0
3861.25,260955,0,260955,0,0,0,0
3860.02,262473,0,262473,0,0,0,0
3858.79,263992,0,263992,0,0,0,0
3857.57,249371,0,249371,0,0,0,0
3856.34,234751,0,234751,0,0,0,0
3855.11,220131,0,220131,0,0,0,0
3853.88,205511,0,205511,0,0,0,0
3852.66,197645,0,197645,0,0,0,0
3851.43,189778,0,189778,0,0,0,0
3850.2,181912,0,181912,0,0,0,0
3848.98,174045,0,174045,0,0,0,0
3847.75,175827,0,175827,0,0,0,0
3846.52,177608,0,177608,0,0,0,0
3845.3,193424,0,193424,0,0,0,0
3844.07,209239,0,209239,0,0,0,0
3842.84,232334,0,232334,0,0,0,0
3841.62,255429,0,255429,0,0,0,0
3840.39,278524,0,278524,0,0,0,0
3839.16,301619,0,301619,0,0,0,0
3837.93,312786,0,312786,0,0,0,0
3836.71,323952,0,323952,0,0,0,0
3835.48,326699,0,326699,0,0,0,0
3834.25,329445,0,329445,0,0,0,0
3833.03,328656,0,328656,0,0,0,0
3831.8,327866,0,327866,0,0,0,0
3830.57,327077,0,327077,0,0,0,0
3829.35,326287,0,326287,0,0,0,0
3828.12,310938,0,310938,0,0,0,0
3826.89,295589,0,295589,0,0,0,0
3825.67,261645,0,261645,0,0,0,0
3824.44,227702,0,227702,0,0,0,0
3823.21,196302,0,196302,0,0,0,0
3821.99,181742,0,181742,0,0,0,0
3820.76,184724,0,184724,0,0,0,0
3819.53,204546,0,204546,0,0,0,0
3818.3,240244,0,240244,0,0,0,0
3817.08,275942,0,275942,0,0,0,0
3815.85,302518,0,302518,0,0,0,0
3814.62,312254,0,312254,0,0,0,0
3813.4,295962,0,295962,0,0,0,0
3812.17,279670,0,279670,0,0,0,0
3810.94,258115,0,258115,0,0,0,0
3809.72,253401,0,253401,0,0,0,0
3808.49,260264,0,260264,0,0,0,0
3807.26,283967,0,283967,0,0,0,0
3806.04,307671,0,307671,0,0,0,0
3804.81,331375,0,331375,0,0,0,0
3803.58,347447,0,347447,0,0,0,0
3802.35,363520,0,363520,0,0,0,0
3801.13,382751,0,382751,0,0,0,0
3799.9,401981,0,401981,0,0,0,0
3798.67,417791,0,417791,0,0,0,0
3797.45,416760,0,416760,0,0,0,0
3796.22,403801,0,403801,0,0,0,0
3794.99,374002,0,374002,0,0,0,0
3793.77,340787,0,340787,0,0,0,0
3792.54,307572,0,307572,0,0,0,0
3791.31,273305,0,273305,0,0,0,0
3790.09,239038,0,239038,0,0,0,0
3788.86,217226,0,217226,0,0,0,0
3787.63,195413,0,195413,0,0,0,0
3786.41,193248,0,193248,0,0,0,0
3785.18,191083,0,191083,0,0,0,0
3783.95,218213,0,218213,0,0,0,0
3782.72,245342,0,245342,0,0,0,0
3781.5,286506,0,286506,0,0,0,0
3780.27,327669,0,327669,0,0,0,0
3779.04,356202,0,356202,0,0,0,0
3777.82,384735,0,384735,0,0,0,0
3776.59,393621,0,393621,0,0,0,0
3775.36,402507,0,402507,0,0,0,0
3774.14,397491,0,397491,0,0,0,0
3772.91,392475,0,392475,0,0,0,0
3771.68,373426,0,373426,0,0,0,0
3770.46,354377,0,354377,0,0,0,0
3769.23,326205,0,326205,0,0,0,0
3768,298034,0,298034,0,0,0,0
3766.78,278283,0,278283,0,0,0,0
3765.55,258532,0,258532,0,0,0,0
3764.32,256059,0,256059,0,0,0,0
3763.09,253587,0,253587,0,0,0,0
3761.87,265148,0,265148,0,0,0,0
3760.64,276710,0,276710,0,0,0,0
3759.41,297042,0,297042,0,0,0,0
3758.19,317374,0,317374,0,0,0,0
3756.96,346126,0,346126,0,0,0,0
3755.73,374879,0,374879,0,0,0,0
3754.51,408927,0,408927,0,0,0,0
3753.28,442974,0,442974,0,0,0,0
3752.05,462989,0,462989,0,0,0,0
3750.83,483003,0,483003,0,0,0,0
3749.6,475652,0,475652,0,0,0,0
3748.37,468301,0,468301,0,0,0,0
3747.14,452529,0,452529,0,0,0,0
3745.92,436758,0,436758,0,0,0,0
3744.69,443506,0,443506,0,0,0,0
3743.46,450254,0,450254,0,0,0,0
3742.24,493490,0,493490,0,0,0,0
3741.01,536725,0,536725,0,0,0,0
3739.78,581715,0,581715,0,0,0,0
3738.56,626705,0,626705,0,0,0,0
3737.33,646434,0,646434,0,0,0,0
3736.1,666163,0,666163,0,0,0,0
3734.88,663592,0,663592,0,0,0,0
3733.65,661021,0,661021,0,0,0,0
3732.42,650030,0,650030,0,0,0,0
3731.2,639039,0,639039,0,0,0,0
3729.97,628662,0,628662,0,0,0,0
3728.74,618284,0,618284,0,0,0,0
3727.51,612117,0,612117,0,0,0,0
3726.29,605950,0,605950,0,0,0,0
3725.06,604804,0,604804,0,0,0,0
3723.83,603659,0,603659,0,0,0,0
3722.61,616547,0,616547,0,0,0,0
3721.38,629434,0,629434,0,0,0,0
3720.15,642410,0,642410,0,0,0,0
3718.93,655386,0,655386,0,0,0,0
3717.7,659941,0,659941,0,0,0,0
3716.47,664496,0,664496,0,0,0,0
3715.25,679402,0,679402,0,0,0,0
3714.02,694307,0,694307,0,0,0,0
3712.79,723246,0,723246,0,0,0,0
3711.56,752184,0,752184,0,0,0,0
3710.34,786912,0,786912,0,0,0,0
3709.11,821640,0,821640,0,0,0,0
3707.88,842334,0,842334,0,0,0,0
3706.66,863028,0,863028,0,0,0,0
3705.43,857606,0,857606,0,0,0,0
3704.2,852184,0,852184,0,0,0,0
3702.98,846763,0,846763,0,0,0,0
3701.75,841341,0,841341,0,0,0,0
3700.52,852585,0,852585,0,0,0,0
3699.3,863828,0,863828,0,0,0,0
3698.07,883491,0,883491,0,0,0,0
3696.84,903155,0,903155,0,0,0,0
3695.62,921196,0,921196,0,0,0,0
3694.39,939236,0,939236,0,0,0,0
3693.16,965697,0,965697,0,0,0,0
3691.93,992158,0,992158,0,0,0,0
3690.71,1.0302e+06,0,1.0302e+06,0,0,0,0
3689.48,1.06824e+06,0,1.06824e+06,0,0,0,0
3688.25,1.08101e+06,0,1.08101e+06,0,0,0,0
3687.03,1.09379e+06,0,1.09379e+06,0,0,0,0
3685.8,1.07603e+06,0,1.07603e+06,0,0,0,0
3684.57,1.05826e+06,0,1.05826e+06,0,0,0,0
3683.35,1.04891e+06,0,1.04891e+06,0,0,0,0
3682.12,1.03957e+06,0,1.03957e+06,0,0,0,0
3680.89,1.05267e+06,0,1.05267e+06,0,0,0,0
3679.67,1.06578e+06,0,1.06578e+06,0,0,0,0
3678.44,1.07889e+06,0,1.07889e+06,0,0,0,0
3677.21,1.09199e+06,0,1.09199e+06,0,0,0,0
3675.99,1.10411e+06,0,1.10411e+06,0,0,0,0
3674.76,1.11622e+06,0,1.11622e+06,0,0,0,0
3673.53,1.12834e+06,0,1.12834e+06,0,0,0,0
3672.3,1.14045e+06,0,1.14045e+06,0,0,0,0
3671.08,1.16222e+06,0,1.16222e+06,0,0,0,0
3669.85,1.18398e+06,0,1.18398e+06,0,0,0,0
3668.62,1.20574e+06,0,1.20574e+06,0,0,0,0
3667.4,1.22751e+06,0,1.22751e+06,0,0,0,0
3666.17,1.22883e+06,0,1.22883e+06,0,0,0,0
3664.94,1.23016e+06,0,1.23016e+06,0,0,0,0
3663.72,1.21745e+06,0,1.21745e+06,0,0,0,0
3662.49,1.20474e+06,0,1.20474e+06,0,0,0,0
3661.26,1.19607e+06,0,1.19607e+06,0,0,0,0
3660.04,1.1874e+06,0,1.1874e+06,0,0,0,0
3658.81,1.19837e+06,0,1.19837e+06,0,0,0,0
3657.58,1.20935e+06,0,1.20935e+06,0,0,0,0
3656.35,1.23758e+06,0,1.23758e+06,0,0,0,0
3655.13,1.26581e+06,0,1.26581e+06,0,0,0,0
3653.9,1.28562e+06,0,1.28562e+06,0,0,0,0
3652.67,1.30544e+06,0,1.30544e+06,0,0,0,0
3651.45,1.29262e+06,0,1.29262e+06,0,0,0,0
3650.22,1.2798e+06,0,1.2798e+06,0,0,0,0
3648.99,1.24173e+06,0,1.24173e+06,0,0,0,0
3647.77,1.20365e+06,0,1.20365e+06,0,0,0,0
3646.54,1.17612e+06,0,1.17612e+06,0,0,0,0
3645.31,1.14859e+06,0,1.14859e+06,0,0,0,0
3644.09,1.14071e+06,0,1.14071e+06,0,0,0,0
3642.86,1.13282e+06,0,1.13282e+06,0,0,0,0
3641.63,1.13547e+06,0,1.13547e+06,0,0,0,0
3640.41,1.13811e+06,0,1.13811e+06,0,0,0,0
3639.18,1.14075e+06,0,1.14075e+06,0,0,0,0
3637.95,1.14339e+06,0,1.14339e+06,0,0,0,0
3636.72,1.14624e+06,0,1.14624e+06,0,0,0,0
3635.5,1.14908e+06,0,1.14908e+06,0,0,0,0
3634.27,1.15193e+06,0,1.15193e+06,0,0,0,0
3633.04,1.15477e+06,0,1.15477e+06,0,0,0,0
3631.82,1.15814e+06,0,1.15814e+06,0,0,0,0
3630.59,1.16151e+06,0,1.16151e+06,0,0,0,0
3629.36,1.16489e+06,0,1.16489e+06,0,0,0,0
3628.14,1.16826e+06,0,1.16826e+06,0,0,0,0
3626.91,1.15757e+06,0,1.15757e+06,0,0,0,0
3625.68,1.14689e+06,0,1.14689e+06,0,0,0,0
3624.46,1.12779e+06,0,1.12779e+06,0,0,0,0
3623.23,1.10868e+06,0,1.10868e+06,0,0,0,0
3622,1.09887e+06,0,1.09887e+06,0,0,0,0
3620.77,1.08907e+06,0,1.08907e+06,0,0,0,0
3619.55,1.09329e+06,0,1.09329e+06,0,0,0,0
3618.32,1.09752e+06,0,1.09752e+06,0,0,0,0
3617.09,1.11056e+06,0,1.11056e+06,0,0,0,0
3615.87,1.1236e+06,0,1.1236e+06,0,0,0,0
3614.64,1.12261e+06,0,1.12261e+06,0,0,0,0
3613.41,1.12162e+06,0,1.12162e+06,0,0,0,0
3612.19,1.10343e+06,0,1.10343e+06,0,0,0,0
3610.96,1.08525e+06,0,1.08525e+06,0,0,0,0
3609.73,1.06707e+06,0,1.06707e+06,0,0,0,0
3608.51,1.04888e+06,0,1.04888e+06,0,0,0,0
3607.28,1.0514e+06,0,1.0514e+06,0,0,0,0
3606.05,1.05392e+06,0,1.05392e+06,0,0,0,0
3604.83,1.05643e+06,0,1.05643e+06,0,0,0,0
3603.6,1.05895e+06,0,1.05895e+06,0,0,0,0
3602.37,1.04866e+06,0,1.04866e+06,0,0,0,0
3601.14,1.03837e+06,0,1.03837e+06,0,0,0,0
3599.92,1.01966e+06,0,1.01966e+06,0,0,0,0
3598.69,1.00095e+06,0,1.00095e+06,0,0,0,0
3597.46,978536,0,978536,0,0,0,0
3596.24,956121,0,956121,0,0,0,0
3595.01,933705,0,933705,0,0,0,0
3593.78,911290,0,911290,0,0,0,0
3592.56,888962,0,888962,0,0,0,0
3591.33,866635,0,866635,0,0,0,0
3590.1,848517,0,848517,0,0,0,0
3588.88,830400,0,830400,0,0,0,0
3587.65,828771,0,828771,0,0,0,0
3586.42,827143,0,827143,0,0,0,0
3585.2,839549,0,839549,0,0,0,0
3583.97,851954,0,851954,0,0,0,0
3582.74,859009,0,859009,0,0,0,0
3581.51,866065,0,866065,0,0,0,0
3580.29,847859,0,847859,0,0,0,0
3579.06,829654,0,829654,0,0,0,0
3577.83,806844,0,806844,0,0,0,0
3576.61,784034,0,784034,0,0,0,0
3575.38,761224,0,761224,0,0,0,0
3574.15,738414,0,738414,0,0,0,0
3572.93,720866,0,720866,0,0,0,0
3571.7,703319,0,703319,0,0,0,0
3570.47,699805,0,699805,0,0,0,0
3569.25,696291,0,696291,0,0,0,0
3568.02,703917,0,703917,0,0,0,0
3566.79,711542,0,711542,0,0,0,0
3565.56,719167,0,719167,0,0,0,0
3564.34,726792,0,726792,0,0,0,0
3563.11,741698,0,741698,0,0,0,0
3561.88,756603,0,756603,0,0,0,0
3560.66,767298,0,767298,0,0,0,0
3559.43,777993,0,777993,0,0,0,0
3558.2,755824,0,755824,0,0,0,0
3556.98,733656,0,733656,0,0,0,0
3555.75,697453,0,697453,0,0,0,0
3554.52,661251,0,661251,0,0,0,0
3553.3,646713,0,646713,0,0,0,0
3552.07,632175,0,632175,0,0,0,0
3550.84,642898,0,642898,0,0,0,0
3549.62,653620,0,653620,0,0,0,0
3548.39,666887,0,666887,0,0,0,0
3547.16,680153,0,680153,0,0,0,0
3545.93,684999,0,684999,0,0,0,0
3544.71,689845,0,689845,0,0,0,0
3543.48,681710,0,681710,0,0,0,0
3542.25,673574,0,673574,0,0,0,0
3541.03,657019,0,657019,0,0,0,0
3539.8,640464,0,640464,0,0,0,0
3538.57,629478,0,629478,0,0,0,0
3537.35,618493,0,618493,0,0,0,0
3536.12,615927,0,615927,0,0,0,0
3534.89,613362,0,613362,0,0,0,0
3533.67,619129,0,619129,0,0,0,0
3532.44,624895,0,624895,0,0,0,0
3531.21,622242,0,622242,0,0,0,0
3529.98,619589,0,619589,0,0,0,0
3528.76,605709,0,605709,0,0,0,0
3527.53,591829,0,591829,0,0,0,0
3526.3,573739,0,573739,0,0,0,0
3525.08,555649,0,555649,0,0,0,0
3523.85,529752,0,529752,0,0,0,0
3522.62,503856,0,503856,0,0,0,0
3521.4,486380,0,486380,0,0,0,0
3520.17,468904,0,468904,0,0,0,0
3518.94,464567,0,464567,0,0,0,0
3517.72,460231,0,460231,0,0,0,0
3516.49,455895,0,455895,0,0,0,0
3515.26,451559,0,451559,0,0,0,0
3514.04,433014,0,433014,0,0,0,0
3512.81,414469,0,414469,0,0,0,0
3511.58,395924,0,395924,0,0,0,0
3510.35,377378,0,377378,0,0,0,0
3509.13,354799,0,354799,0,0,0,0
3507.9,332219,0,332219,0,0,0,0
3506.67,309639,0,309639,0,0,0,0
3505.45,287059,0,287059,0,0,0,0
3504.22,268251,0,268251,0,0,0,0
3502.99,249443,0,249443,0,0,0,0
3501.77,234845,0,234845,0,0,0,0
3500.54,220246,0,220246,0,0,0,0
3499.31,210735,0,210735,0,0,0,0
3498.09,201224,0,201224,0,0,0,0
3496.86,211360,0,211360,0,0,0,0
3495.63,221496,0,221496,0,0,0,0
3494.41,251367,0,251367,0,0,0,0
3493.18,281238,0,281238,0,0,0,0
3491.95,291461,0,291461,0,0,0,0
3490.72,301685,0,301685,0,0,0,0
3489.5,279368,0,279368,0,0,0,0
3488.27,257052,0,257052,0,0,0,0
3487.04,243155,0,243155,0,0,0,0
3485.82,229259,0,229259,0,0,0,0
3484.59,235886,0,235886,0,0,0,0
3483.36,242514,0,242514,0,0,0,0
3482.14,240721,0,240721,0,0,0,0
3480.91,238929,0,238929,0,0,0,0
3479.68,223102,0,223102,0,0,0,0
3478.46,207276,0,207276,0,0,0,0
3477.23,191450,0,191450,0,0,0,0
3476,175624,0,175624,0,0,0,0
3474.77,172516,0,172516,0,0,0,0
3473.55,169408,0,169408,0,0,0,0
3472.32,169457,0,169457,0,0,0,0
3471.09,169506,0,169506,0,0,0,0
3469.87,158329,0,158329,0,0,0,0
3468.64,130311,0,130311,0,0,0,0
3467.41,91417,0,91417,0,0,0,0
3466.19,35682.9,0,35682.9,0,0,0,0
3464.96,-21103.8,0,-21103.8,0,0,0,0
3463.73,-61050,0,-61050,0,0,0,0
3462.51,-79595.1,0,-79595.1,0,0,0,0
3461.28,-70073.1,0,-70073.1,0,0,0,0
3460.05,-30510.6,0,-30510.6,0,0,0,0
3458.83,9052,0,9052,0,0,0,0
3457.6,54578.9,0,54578.9,0,0,0,0
3456.37,83265.5,0,83265.5,0,0,0,0
3455.14,92042,0,92042,0,0,0,0
3453.92,83978.1,0,83978.1,0,0,0,0
3452.69,51706.4,0,51706.4,0,0,0,0
3451.46,2594.38,0,2594.38,0,0,0,0
3450.24,-49324.4,0,-49324.4,0,0,0,0
3449.01,-101243,0,-101243,0,0,0,0
3447.78,-142987,0,-142987,0,0,0,0
3446.56,-167892,0,-167892,0,0,0,0
3445.33,-180692,0,-180692,0,0,0,0
3444.1,-176652,0,-176652,0,0,0,0
3442.88,-166998,0,-166998,0,0,0,0
3441.65,-157344,0,-157344,0,0,0,0
3440.42,-142549,0,-142549,0,0,0,0
3439.19,-127753,0,-127753,0,0,0,0
3437.97,-112958,0,-112958,0,0,0,0
3436.74,-98162.3,0,-98162.3,0,0,0,0
3435.51,-88541.6,0,-88541.6,0,0,0,0
3434.29,-78920.9,0,-78920.9,0,0,0,0
3433.06,-65090.1,0,-65090.1,0,0,0,0
3431.83,-51259.4,0,-51259.4,0,0,0,0
3430.61,-33657.1,0,-33657.1,0,0,0,0
3429.38,-16054.9,0,-16054.9,0,0,0,0
3428.15,-14240.4,0,-14240.4,0,0,0,0
3426.93,-29266.3,0,-29266.3,0,0,0,0
3425.7,-61044.5,0,-61044.5,0,0,0,0
3424.47,-92822.9,0,-92822.9,0,0,0,0
3423.25,-121093,0,-121093,0,0,0,0
3422.02,-132523,0,-132523,0,0,0,0
3420.79,-131563,0,-131563,0,0,0,0
3419.56,-130604,0,-130604,0,0,0,0
3418.34,-133153,0,-133153,0,0,0,0
3417.11,-152542,0,-152542,0,0,0,0
3415.88,-181317,0,-181317,0,0,0,0
3414.66,-210091,0,-210091,0,0,0,0
3413.43,-224130,0,-224130,0,0,0,0
3412.2,-221329,0,-221329,0,0,0,0
3410.98,-199495,0,-199495,0,0,0,0
3409.75,-177660,0,-177660,0,0,0,0
3408.52,-150563,0,-150563,0,0,0,0
3407.3,-123467,0,-123467,0,0,0,0
3406.07,-103474,0,-103474,0,0,0,0
3404.84,-83481.9,0,-83481.9,0,0,0,0
3403.61,-71909.6,0,-71909.6,0,0,0,0
3402.39,-60337.4,0,-60337.4,0,0,0,0
3401.16,-59701.5,0,-59701.5,0,0,0,0
3399.93,-59065.6,0,-59065.6,0,0,0,0
3398.71,-66849.9,0,-66849.9,0,0,0,0
3397.48,-74634.1,0,-74634.1,0,0,0,0
3396.25,-91715.6,0,-91715.6,0,0,0,0
3395.03,-108797,0,-108797,0,0,0,0
3393.8,-125879,0,-125879,0,0,0,0
3392.57,-142960,0,-142960,0,0,0,0
3391.35,-151358,0,-151358,0,0,0,0
3390.12,-159756,0,-159756,0,0,0,0
3388.89,-148508,0,-148508,0,0,0,0
3387.67,-137259,0,-137259,0,0,0,0
3386.44,-117415,0,-117415,0,0,0,0
3385.21,-97570.3,0,-97570.3,0,0,0,0
3383.98,-87198.5,0,-87198.5,0,0,0,0
3382.76,-76826.9,0,-76826.9,0,0,0,0
3381.53,-80116,0,-80116,0,0,0,0
3380.3,-100245,0,-100245,0,0,0,0
3379.08,-129497,0,-129497,0,0,0,0
3377.85,-158748,0,-158748,0,0,0,0
3376.62,-177474,0,-177474,0,0,0,0
3375.4,-179360,0,-179360,0,0,0,0
3374.17,-152477,0,-152477,0,0,0,0
3372.94,-108753,0,-108753,0,0,0,0
3371.72,-60469,0,-60469,0,0,0,0
3370.49,-12184.8,0,-12184.8,0,0,0,0
3369.26,10137.4,0,10137.4,0,0,0,0
3368.04,15619.3,0,15619.3,0,0,0,0
3366.81,7418.38,0,7418.38,0,0,0,0
3365.58,-782.5,0,-782.5,0,0,0,0
3364.35,-1615.63,0,-1615.63,0,0,0,0
3363.13,-2448.88,0,-2448.88,0,0,0,0
3361.9,12823.5,0,12823.5,0,0,0,0
3360.67,28096,0,28096,0,0,0,0
3359.45,57402,0,57402,0,0,0,0
3358.22,86708.1,0,86708.1,0,0,0,0
3356.99,116716,0,116716,0,0,0,0
3355.77,146724,0,146724,0,0,0,0
3354.54,168311,0,168311,0,0,0,0
3353.31,189899,0,189899,0,0,0,0
3352.09,202189,0,202189,0,0,0,0
3350.86,214479,0,214479,0,0,0,0
3349.63,201509,0,201509,0,0,0,0
3348.4,188539,0,188539,0,0,0,0
3347.18,173113,0,173113,0,0,0,0
3345.95,157687,0,157687,0,0,0,0
3344.72,162610,0,162610,0,0,0,0
3343.5,184373,0,184373,0,0,0,0
3342.27,203417,0,203417,0,0,0,0
3341.04,205621,0,205621,0,0,0,0
3339.82,196948,0,196948,0,0,0,0
3338.59,171436,0,171436,0,0,0,0
3337.36,150396,0,150396,0,0,0,0
3336.14,129357,0,129357,0,0,0,0
3334.91,126912,0,126912,0,0,0,0
3333.68,124467,0,124467,0,0,0,0
3332.46,132065,0,132065,0,0,0,0
3331.23,139663,0,139663,0,0,0,0
3330,143051,0,143051,0,0,0,0
3328.77,146439,0,146439,0,0,0,0
3327.55,145529,0,145529,0,0,0,0
3326.32,144619,0,144619,0,0,0,0
3325.09,157742,0,157742,0,0,0,0
3323.87,170866,0,170866,0,0,0,0
3322.64,205560,0,205560,0,0,0,0
3321.41,240255,0,240255,0,0,0,0
3320.19,274950,0,274950,0,0,0,0
3318.96,309645,0,309645,0,0,0,0
3317.73,320307,0,320307,0,0,0,0
3316.51,330969,0,330969,0,0,0,0
3315.28,321984,0,321984,0,0,0,0
3314.05,312999,0,312999,0,0,0,0
3312.82,297239,0,297239,0,0,0,0
3311.6,281479,0,281479,0,0,0,0
3310.37,285365,0,285365,0,0,0,0
3309.14,289252,0,289252,0,0,0,0
3307.92,328047,0,328047,0,0,0,0
3306.69,366842,0,366842,0,0,0,0
3305.46,405637,0,405637,0,0,0,0
3304.24,444433,0,444433,0,0,0,0
3303.01,450622,0,450622,0,0,0,0
3301.78,456811,0,456811,0,0,0,0
3300.56,443353,0,443353,0,0,0,0
3299.33,429895,0,429895,0,0,0,0
3298.1,424331,0,424331,0,0,0,0
3296.88,418766,0,418766,0,0,0,0
3295.65,421623,0,421623,0,0,0,0
3294.42,424479,0,424479,0,0,0,0
3293.19,417752,0,417752,0,0,0,0
3291.97,411026,0,411026,0,0,0,0
3290.74,412720,0,412720,0,0,0,0
3289.51,414414,0,414414,0,0,0,0
3288.29,444877,0,444877,0,0,0,0
3287.06,475339,0,475339,0,0,0,0
3285.83,514222,0,514222,0,0,0,0
3284.61,553105,0,553105,0,0,0,0
3283.38,577011,0,577011,0,0,0,0
3282.15,600918,0,600918,0,0,0,0
3280.93,610791,0,610791,0,0,0,0
3279.7,620663,0,620663,0,0,0,0
3278.47,628080,0,628080,0,0,0,0
3277.25,635497,0,635497,0,0,0,0
3276.02,634494,0,634494,0,0,0,0
3274.79,633491,0,633491,0,0,0,0
3273.56,632312,0,632312,0,0,0,0
3272.34,631134,0,631134,0,0,0,0
3271.11,638375,0,638375,0,0,0,0
3269.88,645617,0,645617,0,0,0,0
3268.66,654613,0,654613,0,0,0,0
3267.43,663608,0,663608,0,0,0,0
3266.2,658571,0,658571,0,0,0,0
3264.98,653533,0,653533,0,0,0,0
3263.75,658296,0,658296,0,0,0,0
3262.52,663060,0,663060,0,0,0,0
3261.3,687471,0,687471,0,0,0,0
3260.07,711882,0,711882,0,0,0,0
3258.84,739625,0,739625,0,0,0,0
3257.61,767369,0,767369,0,0,0,0
3256.39,786693,0,786693,0,0,0,0
3255.16,806016,0,806016,0,0,0,0
3253.93,822621,0,822621,0,0,0,0
3252.71,839225,0,839225,0,0,0,0
3251.48,855830,0,855830,0,0,0,0
3250.25,872434,0,872434,0,0,0,0
3249.03,878075,0,878075,0,0,0,0
3247.8,883716,0,883716,0,0,0,0
3246.57,885147,0,885147,0,0,0,0
3245.35,886578,0,886578,0,0,0,0
3244.12,896089,0,896089,0,0,0,0
3242.89,905600,0,905600,0,0,0,0
3241.67,923531,0,923531,0,0,0,0
3240.44,941462,0,941462,0,0,0,0
3239.21,964480,0,964480,0,0,0,0
3237.98,987499,0,987499,0,0,0,0
3236.76,1.00631e+06,0,1.00631e+06,0,0,0,0
3235.53,1.02512e+06,0,1.02512e+06,0,0,0,0
3234.3,1.04638e+06,0,1.04638e+06,0,0,0,0
3233.08,1.06764e+06,0,1.06764e+06,0,0,0,0
3231.85,1.08891e+06,0,1.08891e+06,0,0,0,0
3230.62,1.11017e+06,0,1.11017e+06,0,0,0,0
3229.4,1.12345e+06,0,1.12345e+06,0,0,0,0
3228.17,1.13674e+06,0,1.13674e+06,0,0,0,0
3226.94,1.15002e+06,0,1.15002e+06,0,0,0,0
3225.72,1.1633e+06,0,1.1633e+06,0,0,0,0
3224.49,1.19327e+06,0,1.19327e+06,0,0,0,0
3223.26,1.22324e+06,0,1.22324e+06,0,0,0,0
3222.03,1.25321e+06,0,1.25321e+06,0,0,0,0
3220.81,1.28318e+06,0,1.28318e+06,0,0,0,0
3219.58,1.30543e+06,0,1.30543e+06,0,0,0,0
3218.35,1.32768e+06,0,1.32768e+06,0,0,0,0
3217.13,1.34993e+06,0,1.34993e+06,0,0,0,0
3215.9,1.37218e+06,0,1.37218e+06,0,0,0,0
3214.67,1.38724e+06,0,1.38724e+06,0,0,0,0
3213.45,1.4023e+06,0,1.4023e+06,0,0,0,0
3212.22,1.41736e+06,0,1.41736e+06,0,0,0,0
3210.99,1.43242e+06,0,1.43242e+06,0,0,0,0
3209.77,1.45432e+06,0,1.45432e+06,0,0,0,0
3208.54,1.47622e+06,0,1.47622e+06,0,0,0,0
3207.31,1.49812e+06,0,1.49812e+06,0,0,0,0
3206.09,1.52002e+06,0,1.52002e+06,0,0,0,0
3204.86,1.53244e+06,0,1.53244e+06,0,0,0,0
3203.63,1.54486e+06,0,1.54486e+06,0,0,0,0
3202.4,1.5657e+06,0,1.5657e+06,0,0,0,0
3201.18,1.58655e+06,0,1.58655e+06,0,0,0,0
3199.95,1.61783e+06,0,1.61783e+06,0,0,0,0
3198.72,1.6491e+06,0,1.6491e+06,0,0,0,0
3197.5,1.67617e+06,0,1.67617e+06,0,0,0,0
3196.27,1.70324e+06,0,1.70324e+06,0,0,0,0
3195.04,1.71944e+06,0,1.71944e+06,0,0,0,0
3193.82,1.73563e+06,0,1.73563e+06,0,0,0,0
3192.59,1.76586e+06,0,1.76586e+06,0,0,0,0
3191.36,1.79608e+06,0,1.79608e+06,0,0,0,0
3190.14,1.83552e+06,0,1.83552e+06,0,0,0,0
3188.91,1.87496e+06,0,1.87496e+06,0,0,0,0
3187.68,1.89475e+06,0,1.89475e+06,0,0,0,0
3186.46,1.91454e+06,0,1.91454e+06,0,0,0,0
3185.23,1.92121e+06,0,1.92121e+06,0,0,0,0
3184,1.92789e+06,0,1.92789e+06,0,0,0,0
3182.77,1.93457e+06,0,1.93457e+06,0,0,0,0
3181.55,1.94124e+06,0,1.94124e+06,0,0,0,0
3180.32,1.94643e+06,0,1.94643e+06,0,0,0,0
3179.09,1.95162e+06,0,1.95162e+06,0,0,0,0
3177.87,1.95259e+06,0,1.95259e+06,0,0,0,0
3176.64,1.95357e+06,0,1.95357e+06,0,0,0,0
3175.41,1.9577e+06,0,1.9577e+06,0,0,0,0
3174.19,1.96183e+06,0,1.96183e+06,0,0,0,0
3172.96,1.98e+06,0,1.98e+06,0,0,0,0
3171.73,1.99817e+06,0,1.99817e+06,0,0,0,0
3170.51,2.0209e+06,0,2.0209e+06,0,0,0,0
3169.28,2.04362e+06,0,2.04362e+06,0,0,0,0
3168.05,2.05793e+06,0,2.05793e+06,0,0,0,0
