ppm,Intensity,Sum,Residue,Peak 1,Peak 2,Peak 3,Peak 4
10547.8,-15,0,-15,0,0,0,0
10546.6,-15,0,-15,0,0,0,0
10545.4,-15,0,-15,0,0,0,0
10544.1,-15,0,-15,0,0,0,0
10542.9,-15,0,-15,0,0,0,0
10541.7,-15,0,-15,0,0,0,0
10540.4,-15,0,-15,0,0,0,0
10539.2,-15,0,-15,0,0,0,0
10538,-15,0,-15,0,0,0,0
10536.8,-15,0,-15,0,0,0,0
10535.5,-15,0,-15,0,0,0,0
10534.3,-15,0,-15,0,0,0,0
10533.1,-15,0,-15,0,0,0,0
10531.9,-15,0,-15,0,0,0,0
10530.6,-15,0,-15,0,0,0,0
10529.4,-15,0,-15,0,0,0,0
10528.2,-15,0,-15,0,0,0,0
10527,-15,0,-15,0,0,0,0
10525.7,-15,0,-15,0,0,0,0
10524.5,-15,0,-15,0,0,0,0
10523.3,-15,0,-15,0,0,0,0
10522,-15,0,-15,0,0,0,0
10520.8,-15,0,-15,0,0,0,0
10519.6,-15,0,-15,0,0,0,0
10518.4,-15,0,-15,0,0,0,0
10517.1,-15,0,-15,0,0,0,0
10515.9,-15,0,-15,0,0,0,0
10514.7,-15,0,-15,0,0,0,0
10513.5,-15,0,-15,0,0,0,0
10512.2,-15,0,-15,0,0,0,0
10511,-15,0,-15,0,0,0,0
10509.8,-15,0,-15,0,0,0,0
10508.5,-15,0,-15,0,0,0,0
10507.3,-15,0,-15,0,0,0,0
10506.1,-15,0,-15,0,0,0,0
10504.9,-15,0,-15,0,0,0,0
10503.6,-15,0,-15,0,0,0,0
10502.4,-15,0,-15,0,0,0,0
10501.2,-15,0,-15,0,0,0,0
10500,-15,0,-15,0,0,0,0
10498.7,-15,0,-15,0,0,0,0
10497.5,-15,0,-15,0,0,0,0
10496.3,-15,0,-15,0,0,0,0
10495.1,-15,0,-15,0,0,0,0
10493.8,-15,0,-15,0,0,0,0
10492.6,-15,0,-15,0,0,0,0
10491.4,-15,0,-15,0,0,0,0
10490.1,-15,0,-15,0,0,0,0
10488.9,-15,0,-15,0,0,0,0
10487.7,-15,0,-15,0,0,0,0
10486.5,-15,0,-15,0,0,0,0
10485.2,-15,0,-15,0,0,0,0
10484,-15,0,-15,0,0,0,0
10482.8,-15,0,-15,0,0,0,0
10481.6,-15,0,-15,0,0,0,0
10480.3,-15,0,-15,0,0,0,0
10479.1,-15,0,-15,0,0,0,0
10477.9,-15,0,-15,0,0,0,0
10476.6,-15,0,-15,0,0,0,0
10475.4,-15,0,-15,0,0,0,0
10474.2,-15,0,-15,0,0,0,0
10473,-15,0,-15,0,0,0,0
10471.7,-15,0,-15,0,0,0,0
10470.5,-15,0,-15,0,0,0,0
10469.3,-15,0,-15,0,0,0,0
10468.1,-15,0,-15,0,0,0,0
10466.8,-15,0,-15,0,0,0,0
10465.6,-15,0,-15,0,0,0,0
10464.4,-15,0,-15,0,0,0,0
10463.2,-15,0,-15,0,0,0,0
10461.9,-15,0,-15,0,0,0,0
10460.7,-15,0,-15,0,0,0,0
10459.5,-15,0,-15,0,0,0,0
10458.2,-15,0,-15,0,0,0,0
10457,-15,0,-15,0,0,0,0
10455.8,-15,0,-15,0,0,0,0
10454.6,-15,0,-15,0,0,0,0
10453.3,-15,0,-15,0,0,0,0
10452.1,-15,0,-15,0,0,0,0
10450.9,-15,0,-15,0,0,0,0
10449.7,-15,0,-15,0,0,0,0
10448.4,-15,0,-15,0,0,0,0
10447.2,-15,0,-15,0,0,0,0
10446,-15,0,-15,0,0,0,0
10444.7,-15,0,-15,0,0,0,0
10443.5,-15,0,-15,0,0,0,0
10442.3,-15,0,-15,0,0,0,0
10441.1,-15,0,-15,0,0,0,0
10439.8,-15,0,-15,0,0,0,0
10438.6,-15,0,-15,0,0,0,0
10437.4,-15,0,-15,0,0,0,0
10436.2,-15,0,-15,0,0,0,0
10434.9,-15,0,-15,0,0,0,0
10433.7,-15,0,-15,0,0,0,0
10432.5,-15,0,-15,0,0,0,0
10431.3,-15,0,-15,0,0,0,0
10430,-15,0,-15,0,0,0,0
10428.8,-15,0,-15,0,0,0,0
10427.6,-15,0,-15,0,0,0,0
10426.3,-15,0,-15,0,0,0,0
10425.1,-15,0,-15,0,0,0,0
10423.9,-15,0,-15,0,0,0,0
10422.7,-15,0,-15,0,0,0,0
10421.4,-15,0,-15,0,0,0,0
10420.2,-15,0,-15,0,0,0,0
10419,-15,0,-15,0,0,0,0
10417.8,-15,0,-15,0,0,0,0
10416.5,-15,0,-15,0,0,0,0
10415.3,-15,0,-15,0,0,0,0
10414.1,-15,0,-15,0,0,0,0
10412.8,-15,0,-15,0,0,0,0
10411.6,-15,0,-15,0,0,0,0
10410.4,-15,0,-15,0,0,0,0
10409.2,-15,0,-15,0,0,0,0
10407.9,-15,0,-15,0,0,0,0
10406.7,-15,0,-15,0,0,0,0
10405.5,-15,0,-15,0,0,0,0
10404.3,-15,0,-15,0,0,0,0
10403,-15,0,-15,0,0,0,0
10401.8,-15,0,-15,0,0,0,0
10400.6,-15,0,-15,0,0,0,0
10399.4,-15,0,-15,0,0,0,0
10398.1,-15,0,-15,0,0,0,0
10396.9,-15,0,-15,0,0,0,0
10395.7,-15,0,-15,0,0,0,0
10394.4,-15,0,-15,0,0,0,0
10393.2,-15,0,-15,0,0,0,0
10392,-15,0,-15,0,0,0,0
10390.8,-15,0,-15,0,0,0,0
10389.5,-15,0,-15,0,0,0,0
10388.3,-15,0,-15,0,0,0,0
10387.1,-15,0,-15,0,0,0,0
10385.9,-15,0,-15,0,0,0,0
10384.6,-15,0,-15,0,0,0,0
10383.4,-15,0,-15,0,0,0,0
10382.2,-15,0,-15,0,0,0,0
10381,-15,0,-15,0,0,0,0
10379.7,-15,0,-15,0,0,0,0
10378.5,-15,0,-15,0,0,0,0
10377.3,-15,0,-15,0,0,0,0
10376,-15,0,-15,0,0,0,0
10374.8,-15,0,-15,0,0,0,0
10373.6,-15,0,-15,0,0,0,0
10372.4,-15,0,-15,0,0,0,0
10371.1,-15,0,-15,0,0,0,0
10369.9,-15,0,-15,0,0,0,0
10368.7,-15,0,-15,0,0,0,0
10367.5,-15,0,-15,0,0,0,0
10366.2,-15,0,-15,0,0,0,0
10365,-15,0,-15,0,0,0,0
10363.8,-15,0,-15,0,0,0,0
10362.5,-15,0,-15,0,0,0,0
10361.3,-15,0,-15,0,0,0,0
10360.1,-15,0,-15,0,0,0,0
10358.9,-15,0,-15,0,0,0,0
10357.6,-15,0,-15,0,0,0,0
10356.4,-15,0,-15,0,0,0,0
10355.2,-15,0,-15,0,0,0,0
10354,-15,0,-15,0,0,0,0
10352.7,-15,0,-15,0,0,0,0
10351.5,-15,0,-15,0,0,0,0
10350.3,-15,0,-15,0,0,0,0
10349.1,-15,0,-15,0,0,0,0
10347.8,-15,0,-15,0,0,0,0
10346.6,-15,0,-15,0,0,0,0
10345.4,-15,0,-15,0,0,0,0
10344.1,-15,0,-15,0,0,0,0
10342.9,-15,0,-15,0,0,0,0
10341.7,-15,0,-15,0,0,0,0
10340.5,-15,0,-15,0,0,0,0
10339.2,-15,0,-15,0,0,0,0
10338,-15,0,-15,0,0,0,0
10336.8,-15,0,-15,0,0,0,0
10335.6,-15,0,-15,0,0,0,0
10334.3,-15,0,-15,0,0,0,0
10333.1,-15,0,-15,0,0,0,0
10331.9,-15,0,-15,0,0,0,0
10330.6,-15,0,-15,0,0,0,0
10329.4,-15,0,-15,0,0,0,0
10328.2,-15,0,-15,0,0,0,0
10327,-15,0,-15,0,0,0,0
10325.7,-15,0,-15,0,0,0,0
10324.5,-15,0,-15,0,0,0,0
10323.3,-15,0,-15,0,0,0,0
10322.1,-15,0,-15,0,0,0,0
10320.8,-15,0,-15,0,0,0,0
10319.6,-15,0,-15,0,0,0,0
10318.4,-15,0,-15,0,0,0,0
10317.2,-15,0,-15,0,0,0,0
10315.9,-15,0,-15,0,0,0,0
10314.7,-15,0,-15,0,0,0,0
10313.5,-15,0,-15,0,0,0,0
10312.2,-15,0,-15,0,0,0,0
10311,-15,0,-15,0,0,0,0
10309.8,-15,0,-15,0,0,0,0
10308.6,-15,0,-15,0,0,0,0
10307.3,-15,0,-15,0,0,0,0
10306.1,-15,0,-15,0,0,0,0
10304.9,-15,0,-15,0,0,0,0
10303.7,-15,0,-15,0,0,0,0
10302.4,-15,0,-15,0,0,0,0
10301.2,-15,0,-15,0,0,0,0
10300,-15,0,-15,0,0,0,0
10298.7,-15,0,-15,0,0,0,0
10297.5,-15,0,-15,0,0,0,0
10296.3,-15,0,-15,0,0,0,0
10295.1,-15,0,-15,0,0,0,0
10293.8,-15,0,-15,0,0,0,0
10292.6,-15,0,-15,0,0,0,0
10291.4,-15,0,-15,0,0,0,0
10290.2,-15,0,-15,0,0,0,0
10288.9,-15,0,-15,0,0,0,0
10287.7,-15,0,-15,0,0,0,0
10286.5,-15,0,-15,0,0,0,0
10285.3,-15,0,-15,0,0,0,0
10284,-15,0,-15,0,0,0,0
10282.8,-15,0,-15,0,0,0,0
10281.6,-15,0,-15,0,0,0,0
10280.3,-15,0,-15,0,0,0,0
10279.1,-15,0,-15,0,0,0,0
10277.9,-15,0,-15,0,0,0,0
10276.7,-15,0,-15,0,0,0,0
10275.4,-15,0,-15,0,0,0,0
10274.2,-15,0,-15,0,0,0,0
10273,-15,0,-15,0,0,0,0
10271.8,-15,0,-15,0,0,0,0
10270.5,-15,0,-15,0,0,0,0
10269.3,-15,0,-15,0,0,0,0
10268.1,-15,0,-15,0,0,0,0
10266.8,-15,0,-15,0,0,0,0
10265.6,-15,0,-15,0,0,0,0
10264.4,-15,0,-15,0,0,0,0
10263.2,-15,0,-15,0,0,0,0
10261.9,-15,0,-15,0,0,0,0
10260.7,-15,0,-15,0,0,0,0
10259.5,-15,0,-15,0,0,0,0
10258.3,-15,0,-15,0,0,0,0
10257,-15,0,-15,0,0,0,0
10255.8,-15,0,-15,0,0,0,0
10254.6,-15,0,-15,0,0,0,0
10253.4,-15,0,-15,0,0,0,0
10252.1,-15,0,-15,0,0,0,0
10250.9,-15,0,-15,0,0,0,0
10249.7,-15,0,-15,0,0,0,0
10248.4,-15,0,-15,0,0,0,0
10247.2,-15,0,-15,0,0,0,0
10246,-15,0,-15,0,0,0,0
10244.8,-15,0,-15,0,0,0,0
10243.5,-15,0,-15,0,0,0,0
10242.3,-15,0,-15,0,0,0,0
10241.1,-15,0,-15,0,0,0,0
10239.9,-15,0,-15,0,0,0,0
10238.6,-15,0,-15,0,0,0,0
10237.4,-15,0,-15,0,0,0,0
10236.2,-15,0,-15,0,0,0,0
10235,-15,0,-15,0,0,0,0
10233.7,-15,0,-15,0,0,0,0
10232.5,-15,0,-15,0,0,0,0
10231.3,-15,0,-15,0,0,0,0
10230,-15,0,-15,0,0,0,0
10228.8,-15,0,-15,0,0,0,0
10227.6,-15,0,-15,0,0,0,0
10226.4,-15,0,-15,0,0,0,0
10225.1,-15,0,-15,0,0,0,0
10223.9,-15,0,-15,0,0,0,0
10222.7,-15,0,-15,0,0,0,0
10221.5,-15,0,-15,0,0,0,0
10220.2,-15,0,-15,0,0,0,0
10219,-15,0,-15,0,0,0,0
10217.8,-15,0,-15,0,0,0,0
10216.5,-15,0,-15,0,0,0,0
10215.3,-15,0,-15,0,0,0,0
10214.1,-15,0,-15,0,0,0,0
10212.9,-15,0,-15,0,0,0,0
10211.6,-15,0,-15,0,0,0,0
10210.4,-15,0,-15,0,0,0,0
10209.2,-15,0,-15,0,0,0,0
10208,-15,0,-15,0,0,0,0
10206.7,-15,0,-15,0,0,0,0
10205.5,-15,0,-15,0,0,0,0
10204.3,-15,0,-15,0,0,0,0
10203.1,-15,0,-15,0,0,0,0
10201.8,-15,0,-15,0,0,0,0
10200.6,-15,0,-15,0,0,0,0
10199.4,-15,0,-15,0,0,0,0
10198.1,-15,0,-15,0,0,0,0
10196.9,-15,0,-15,0,0,0,0
10195.7,-15,0,-15,0,0,0,0
10194.5,-15,0,-15,0,0,0,0
10193.2,-15,0,-15,0,0,0,0
10192,-15,0,-15,0,0,0,0
10190.8,-15,0,-15,0,0,0,0
10189.6,-15,0,-15,0,0,0,0
10188.3,-15,0,-15,0,0,0,0
10187.1,-15,0,-15,0,0,0,0
10185.9,-15,0,-15,0,0,0,0
10184.6,-15,0,-15,0,0,0,0
10183.4,-15,0,-15,0,0,0,0
10182.2,-15,0,-15,0,0,0,0
10181,-15,0,-15,0,0,0,0
10179.7,-15,0,-15,0,0,0,0
10178.5,-15,0,-15,0,0,0,0
10177.3,-15,0,-15,0,0,0,0
10176.1,-15,0,-15,0,0,0,0
10174.8,-15,0,-15,0,0,0,0
10173.6,-15,0,-15,0,0,0,0
10172.4,-15,0,-15,0,0,0,0
10171.2,-15,0,-15,0,0,0,0
10169.9,-15,0,-15,0,0,0,0
10168.7,-15,0,-15,0,0,0,0
10167.5,-15,0,-15,0,0,0,0
10166.2,-15,0,-15,0,0,0,0
10165,-15,0,-15,0,0,0,0
10163.8,-15,0,-15,0,0,0,0
10162.6,-15,0,-15,0,0,0,0
10161.3,-15,0,-15,0,0,0,0
10160.1,-15,0,-15,0,0,0,0
10158.9,-15,0,-15,0,0,0,0
10157.7,-15,0,-15,0,0,0,0
10156.4,-15,0,-15,0,0,0,0
10155.2,-15,0,-15,0,0,0,0
10154,-15,0,-15,0,0,0,0
10152.7,-15,0,-15,0,0,0,0
10151.5,-15,0,-15,0,0,0,0
10150.3,-15,0,-15,0,0,0,0
10149.1,-15,0,-15,0,0,0,0
10147.8,-15,0,-15,0,0,0,0
10146.6,-15,0,-15,0,0,0,0
10145.4,-15,0,-15,0,0,0,0
10144.2,-15,0,-15,0,0,0,0
10142.9,-15,0,-15,0,0,0,0
10141.7,-15,0,-15,0,0,0,0
10140.5,-15,0,-15,0,0,0,0
10139.3,-15,0,-15,0,0,0,0
10138,-15,0,-15,0,0,0,0
10136.8,-15,0,-15,0,0,0,0
10135.6,-15,0,-15,0,0,0,0
10134.3,-15,0,-15,0,0,0,0
10133.1,-15,0,-15,0,0,0,0
10131.9,-15,0,-15,0,0,0,0
10130.7,-15,0,-15,0,0,0,0
10129.4,-15,0,-15,0,0,0,0
10128.2,-15,0,-15,0,0,0,0
10127,-15,0,-15,0,0,0,0
10125.8,-15,0,-15,0,0,0,0
10124.5,-15,0,-15,0,0,0,0
10123.3,-15,0,-15,0,0,0,0
10122.1,-15,0,-15,0,0,0,0
10120.8,-15,0,-15,0,0,0,0
10119.6,-15,0,-15,0,0,0,0
10118.4,-15,0,-15,0,0,0,0
10117.2,-15,0,-15,0,0,0,0
10115.9,-15,0,-15,0,0,0,0
10114.7,-15,0,-15,0,0,0,0
10113.5,-15,0,-15,0,0,0,0
10112.3,-15,0,-15,0,0,0,0
10111,-15,0,-15,0,0,0,0
10109.8,-15,0,-15,0,0,0,0
10108.6,-15,0,-15,0,0,0,0
10107.4,-15,0,-15,0,0,0,0
10106.1,-15,0,-15,0,0,0,0
10104.9,-15,0,-15,0,0,0,0
10103.7,-15,0,-15,0,0,0,0
10102.4,-15,0,-15,0,0,0,0
10101.2,-15,0,-15,0,0,0,0
10100,-15,0,-15,0,0,0,0
10098.8,-15,0,-15,0,0,0,0
10097.5,-15,0,-15,0,0,0,0
10096.3,-15,0,-15,0,0,0,0
10095.1,-15,0,-15,0,0,0,0
10093.9,-15,0,-15,0,0,0,0
10092.6,-15,0,-15,0,0,0,0
10091.4,-15,0,-15,0,0,0,0
10090.2,-15,0,-15,0,0,0,0
10089,-15,0,-15,0,0,0,0
10087.7,-15,0,-15,0,0,0,0
10086.5,-15,0,-15,0,0,0,0
10085.3,-15,0,-15,0,0,0,0
10084,-15,0,-15,0,0,0,0
10082.8,-15,0,-15,0,0,0,0
10081.6,-15,0,-15,0,0,0,0
10080.4,-15,0,-15,0,0,0,0
10079.1,-15,0,-15,0,0,0,0
10077.9,-15,0,-15,0,0,0,0
10076.7,-15,0,-15,0,0,0,0
10075.5,-15,0,-15,0,0,0,0
10074.2,-15,0,-15,0,0,0,0
10073,-15,0,-15,0,0,0,0
10071.8,-15,0,-15,0,0,0,0
10070.5,-15,0,-15,0,0,0,0
10069.3,-15,0,-15,0,0,0,0
10068.1,-15,0,-15,0,0,0,0
10066.9,-15,0,-15,0,0,0,0
10065.6,-15,0,-15,0,0,0,0
10064.4,-15,0,-15,0,0,0,0
10063.2,-15,0,-15,0,0,0,0
10062,-15,0,-15,0,0,0,0
10060.7,-15,0,-15,0,0,0,0
10059.5,-15,0,-15,0,0,0,0
10058.3,-15,0,-15,0,0,0,0
10057.1,-15,0,-15,0,0,0,0
10055.8,-15,0,-15,0,0,0,0
10054.6,-15,0,-15,0,0,0,0
10053.4,-15,0,-15,0,0,0,0
10052.1,-15,0,-15,0,0,0,0
10050.9,-15,0,-15,0,0,0,0
10049.7,-15,0,-15,0,0,0,0
10048.5,-15,0,-15,0,0,0,0
10047.2,-15,0,-15,0,0,0,0
10046,-15,0,-15,0,0,0,0
10044.8,-15,0,-15,0,0,0,0
10043.6,-15,0,-15,0,0,0,0
10042.3,-15,0,-15,0,0,0,0
10041.1,-15,0,-15,0,0,0,0
10039.9,-15,0,-15,0,0,0,0
10038.6,-15,0,-15,0,0,0,0
10037.4,-15,0,-15,0,0,0,0
10036.2,-15,0,-15,0,0,0,0
10035,-15,0,-15,0,0,0,0
10033.7,-15,0,-15,0,0,0,0
10032.5,-15,0,-15,0,0,0,0
10031.3,-15,0,-15,0,0,0,0
10030.1,-15,0,-15,0,0,0,0
10028.8,-15,0,-15,0,0,0,0
10027.6,-15,0,-15,0,0,0,0
10026.4,-15,0,-15,0,0,0,0
10025.2,-15,0,-15,0,0,0,0
10023.9,-15,0,-15,0,0,0,0
10022.7,-15,0,-15,0,0,0,0
10021.5,-15,0,-15,0,0,0,0
10020.2,-15,0,-15,0,0,0,0
10019,-15,0,-15,0,0,0,0
10017.8,-15,0,-15,0,0,0,0
10016.6,-15,0,-15,0,0,0,0
10015.3,-15,0,-15,0,0,0,0
10014.1,-15,0,-15,0,0,0,0
10012.9,-15,0,-15,0,0,0,0
10011.7,-15,0,-15,0,0,0,0
10010.4,-15,0,-15,0,0,0,0
10009.2,-15,0,-15,0,0,0,0
10008,-15,0,-15,0,0,0,0
10006.7,-15,0,-15,0,0,0,0
10005.5,-15,0,-15,0,0,0,0
10004.3,-15,0,-15,0,0,0,0
10003.1,-15,0,-15,0,0,0,0
10001.8,-15,0,-15,0,0,0,0
10000.6,-15,0,-15,0,0,0,0
9999.39,-15,0,-15,0,0,0,0
9998.16,-15,0,-15,0,0,0,0
9996.93,-15,0,-15,0,0,0,0
9995.71,-15,0,-15,0,0,0,0
9994.48,-15,0,-15,0,0,0,0
9993.25,-15,0,-15,0,0,0,0
9992.03,-15,0,-15,0,0,0,0
9990.8,-15,0,-15,0,0,0,0
9989.57,-15,0,-15,0,0,0,0
9988.34,-15,0,-15,0,0,0,0
9987.12,-15,0,-15,0,0,0,0
9985.89,-15,0,-15,0,0,0,0
9984.66,-15,0,-15,0,0,0,0
9983.44,-15,0,-15,0,0,0,0
9982.21,-15,0,-15,0,0,0,0
9980.98,-15,0,-15,0,0,0,0
9979.76,-15,0,-15,0,0,0,0
9978.53,-15,0,-15,0,0,0,0
9977.3,-15,0,-15,0,0,0,0
9976.08,-15,0,-15,0,0,0,0
9974.85,-15,0,-15,0,0,0,0
9973.62,-15,0,-15,0,0,0,0
9972.4,-15,0,-15,0,0,0,0
9971.17,-15,0,-15,0,0,0,0
9969.94,-15,0,-15,0,0,0,0
9968.71,-15,0,-15,0,0,0,0
9967.49,-15,0,-15,0,0,0,0
9966.26,-15,0,-15,0,0,0,0
9965.03,-15,0,-15,0,0,0,0
9963.81,-15,0,-15,0,0,0,0
9962.58,-15,0,-15,0,0,0,0
9961.35,-15,0,-15,0,0,0,0
9960.13,-15,0,-15,0,0,0,0
9958.9,-15,0,-15,0,0,0,0
9957.67,-15,0,-15,0,0,0,0
9956.45,-15,0,-15,0,0,0,0
9955.22,-15,0,-15,0,0,0,0
9953.99,-15,0,-15,0,0,0,0
9952.77,-15,0,-15,0,0,0,0
9951.54,-15,0,-15,0,0,0,0
9950.31,-15,0,-15,0,0,0,0
9949.08,-15,0,-15,0,0,0,0
9947.86,-15,0,-15,0,0,0,0
9946.63,-15,0,-15,0,0,0,0
9945.4,-15,0,-15,0,0,0,0
9944.18,-15,0,-15,0,0,0,0
9942.95,-15,0,-15,0,0,0,0
9941.72,-15,0,-15,0,0,0,0
9940.5,-15,0,-15,0,0,0,0
9939.27,-15,0,-15,0,0,0,0
9938.04,-15,0,-15,0,0,0,0
9936.82,-15,0,-15,0,0,0,0
9935.59,-15,0,-15,0,0,0,0
9934.36,-15,0,-15,0,0,0,0
9933.13,-15,0,-15,0,0,0,0
9931.91,-15,0,-15,0,0,0,0
9930.68,-15,0,-15,0,0,0,0
9929.45,-15,0,-15,0,0,0,0
9928.23,-15,0,-15,0,0,0,0
9927,-15,0,-15,0,0,0,0
9925.77,-15,0,-15,0,0,0,0
9924.55,-15,0,-15,0,0,0,0
9923.32,-15,0,-15,0,0,0,0
9922.09,-15,0,-15,0,0,0,0
9920.87,-15,0,-15,0,0,0,0
9919.64,-15,0,-15,0,0,0,0
9918.41,-15,0,-15,0,0,0,0
9917.19,-15,0,-15,0,0,0,0
9915.96,-15,0,-15,0,0,0,0
9914.73,-15,0,-15,0,0,0,0
9913.5,-15,0,-15,0,0,0,0
9912.28,-15,0,-15,0,0,0,0
9911.05,-15,0,-15,0,0,0,0
9909.82,-15,0,-15,0,0,0,0
9908.6,-15,0,-15,0,0,0,0
9907.37,-15,0,-15,0,0,0,0
9906.14,-15,0,-15,0,0,0,0
9904.92,-15,0,-15,0,0,0,0
9903.69,-15,0,-15,0,0,0,0
9902.46,-15,0,-15,0,0,0,0
9901.24,-15,0,-15,0,0,0,0
9900.01,-15,0,-15,0,0,0,0
9898.78,-15,0,-15,0,0,0,0
9897.55,-15,0,-15,0,0,0,0
9896.33,-15,0,-15,0,0,0,0
9895.1,-15,0,-15,0,0,0,0
9893.87,-15,0,-15,0,0,0,0
9892.65,-15,0,-15,0,0,0,0
9891.42,-15,0,-15,0,0,0,0
9890.19,-15,0,-15,0,0,0,0
9888.97,-15,0,-15,0,0,0,0
9887.74,-15,0,-15,0,0,0,0
9886.51,-15,0,-15,0,0,0,0
9885.29,-15,0,-15,0,0,0,0
9884.06,-15,0,-15,0,0,0,0
9882.83,-15,0,-15,0,0,0,0
9881.61,-15,0,-15,0,0,0,0
9880.38,-15,0,-15,0,0,0,0
9879.15,-15,0,-15,0,0,0,0
9877.92,-15,0,-15,0,0,0,0
9876.7,-15,0,-15,0,0,0,0
9875.47,-15,0,-15,0,0,0,0
9874.24,-15,0,-15,0,0,0,0
9873.02,-15,0,-15,0,0,0,0
9871.79,-15,0,-15,0,0,0,0
9870.56,-15,0,-15,0,0,0,0
9869.34,-15,0,-15,0,0,0,0
9868.11,-15,0,-15,0,0,0,0
9866.88,-15,0,-15,0,0,0,0
9865.66,-15,0,-15,0,0,0,0
9864.43,-15,0,-15,0,0,0,0
9863.2,-15,0,-15,0,0,0,0
9861.98,-15,0,-15,0,0,0,0
9860.75,-15,0,-15,0,0,0,0
9859.52,-15,0,-15,0,0,0,0
9858.29,-15,0,-15,0,0,0,0
9857.07,-15,0,-15,0,0,0,0
9855.84,-15,0,-15,0,0,0,0
9854.61,-15,0,-15,0,0,0,0
9853.39,-15,0,-15,0,0,0,0
9852.16,-15,0,-15,0,0,0,0
9850.93,-15,0,-15,0,0,0,0
9849.71,-15,0,-15,0,0,0,0
9848.48,-15,0,-15,0,0,0,0
9847.25,-15,0,-15,0,0,0,0
9846.03,-15,0,-15,0,0,0,0
9844.8,-15,0,-15,0,0,0,0
9843.57,-15,0,-15,0,0,0,0
9842.34,-15,0,-15,0,0,0,0
9841.12,-15,0,-15,0,0,0,0
9839.89,-15,0,-15,0,0,0,0
9838.66,-15,0,-15,0,0,0,0
9837.44,-15,0,-15,0,0,0,0
9836.21,-15,0,-15,0,0,0,0
9834.98,-15,0,-15,0,0,0,0
9833.76,-15,0,-15,0,0,0,0
9832.53,-15,0,-15,0,0,0,0
9831.3,-15,0,-15,0,0,0,0
9830.08,-15,0,-15,0,0,0,0
9828.85,-15,0,-15,0,0,0,0
9827.62,-15,0,-15,0,0,0,0
9826.4,-15,0,-15,0,0,0,0
9825.17,-15,0,-15,0,0,0,0
9823.94,-15,0,-15,0,0,0,0
9822.71,-15,0,-15,0,0,0,0
9821.49,-15,0,-15,0,0,0,0
9820.26,-15,0,-15,0,0,0,0
9819.03,-15,0,-15,0,0,0,0
9817.81,-15,0,-15,0,0,0,0
9816.58,-15,0,-15,0,0,0,0
9815.35,-15,0,-15,0,0,0,0
9814.13,-15,0,-15,0,0,0,0
9812.9,-15,0,-15,0,0,0,0
9811.67,-15,0,-15,0,0,0,0
9810.45,-15,0,-15,0,0,0,0
9809.22,-15,0,-15,0,0,0,0
9807.99,-15,0,-15,0,0,0,0
9806.76,-15,0,-15,0,0,0,0
9805.54,-15,0,-15,0,0,0,0
9804.31,-15,0,-15,0,0,0,0
9803.08,-15,0,-15,0,0,0,0
9801.86,-15,0,-15,0,0,0,0
9800.63,-15,0,-15,0,0,0,0
9799.4,-15,0,-15,0,0,0,0
9798.18,-15,0,-15,0,0,0,0
9796.95,-15,0,-15,0,0,0,0
9795.72,-15,0,-15,0,0,0,0
9794.5,-15,0,-15,0,0,0,0
9793.27,-15,0,-15,0,0,0,0
9792.04,-15,0,-15,0,0,0,0
9790.82,-15,0,-15,0,0,0,0
9789.59,-15,0,-15,0,0,0,0
9788.36,-15,0,-15,0,0,0,0
9787.13,-15,0,-15,0,0,0,0
9785.91,-15,0,-15,0,0,0,0
9784.68,-15,0,-15,0,0,0,0
9783.45,-15,0,-15,0,0,0,0
9782.23,-15,0,-15,0,0,0,0
9781,-15,0,-15,0,0,0,0
9779.77,-15,0,-15,0,0,0,0
9778.55,-15,0,-15,0,0,0,0
9777.32,-15,0,-15,0,0,0,0
9776.09,-15,0,-15,0,0,0,0
9774.87,-15,0,-15,0,0,0,0
9773.64,-15,0,-15,0,0,0,0
9772.41,-15,0,-15,0,0,0,0
9771.19,-15,0,-15,0,0,0,0
9769.96,-15,0,-15,0,0,0,0
9768.73,-15,0,-15,0,0,0,0
9767.5,-15,0,-15,0,0,0,0
9766.28,-15,0,-15,0,0,0,0
9765.05,-15,0,-15,0,0,0,0
9763.82,-15,0,-15,0,0,0,0
9762.6,-15,0,-15,0,0,0,0
9761.37,-15,0,-15,0,0,0,0
9760.14,-15,0,-15,0,0,0,0
9758.92,-15,0,-15,0,0,0,0
9757.69,-15,0,-15,0,0,0,0
9756.46,-15,0,-15,0,0,0,0
9755.24,-15,0,-15,0,0,0,0
9754.01,-15,0,-15,0,0,0,0
9752.78,-15,0,-15,0,0,0,0
9751.55,-15,0,-15,0,0,0,0
9750.33,-15,0,-15,0,0,0,0
9749.1,-15,0,-15,0,0,0,0
9747.87,-15,0,-15,0,0,0,0
9746.65,-15,0,-15,0,0,0,0
9745.42,-15,0,-15,0,0,0,0
9744.19,-15,0,-15,0,0,0,0
9742.97,-15,0,-15,0,0,0,0
9741.74,-15,0,-15,0,0,0,0
9740.51,-15,0,-15,0,0,0,0
9739.29,-15,0,-15,0,0,0,0
9738.06,-15,0,-15,0,0,0,0
9736.83,-15,0,-15,0,0,0,0
9735.61,-15,0,-15,0,0,0,0
9734.38,-15,0,-15,0,0,0,0
9733.15,-15,0,-15,0,0,0,0
9731.92,-15,0,-15,0,0,0,0
9730.7,-15,0,-15,0,0,0,0
9729.47,-15,0,-15,0,0,0,0
9728.24,-15,0,-15,0,0,0,0
