-8.817820148660749169e+01	-2.385486813575493943e+04	4.036086312970052859e+03
-8.815817882094997060e+01	-2.301453866106619898e+04	1.890521579836778528e+03
-8.813815615529243530e+01	-2.613348568551464632e+04	-2.452040075132221773e+03
-8.811813348963491421e+01	-2.060812644529784666e+04	2.813183385110151903e+03
-8.809811082397739312e+01	-2.303465866318342887e+04	1.675418516661805825e+03
-8.807808815831987204e+01	-2.677798900920082451e+04	3.511913723778532130e+02
-8.805806549266233674e+01	-2.028493833050028115e+04	6.054879199050492389e+03
-8.803804282700481565e+01	-2.260770879966101347e+04	-6.207529070409602809e+02
-8.801802016134729456e+01	-2.712508289538776808e+04	-1.139107540922851967e+03
-8.799799749568975926e+01	-1.959552144828558812e+04	-3.479133293020791371e+03
-8.797797483003223817e+01	-2.514011678499681511e+04	7.060368447275087647e+02
-8.795795216437471709e+01	-1.959058337397198557e+04	4.943643918483281595e+03
-8.793792949871719600e+01	-2.672513410290945831e+04	5.848075789103280613e+02
-8.791790683305966070e+01	-2.246476746925689076e+04	8.143336129274262021e+02
-8.789788416740213961e+01	-1.858156294585728392e+04	-7.357160904265908812e+02
-8.787786150174461852e+01	-2.314689821069713435e+04	-1.585839467735468588e+03
-8.785783883608709743e+01	-2.479224012057297296e+04	2.069253956042297887e+03
-8.783781617042956213e+01	-2.606793267074450341e+04	3.795184002748084367e+03
-8.781779350477205526e+01	-2.294731965171316551e+04	2.157244563986389039e+03
-8.779777083911453417e+01	-2.743210996060761681e+04	1.626553340351738143e+03
-8.777774817345699887e+01	-2.791616699403583698e+04	8.344806839480031613e+02
-8.775772550779947778e+01	-1.949070668465556082e+04	3.232581698568871616e+03
-8.773770284214195669e+01	-2.249766323364498749e+04	1.209838485910890768e+03
-8.771768017648443561e+01	-2.482821540480725525e+04	-6.716404445330692852e+01
-8.769765751082690031e+01	-2.007085293682579140e+04	1.857760864582034628e+03
-8.767763484516937922e+01	-2.419844542916044520e+04	-9.102992894915954594e+02
-8.765761217951185813e+01	-2.785203791701921364e+04	1.526184704129570036e+03
-8.763758951385432283e+01	-2.896005415711405658e+04	6.678617057170965381e+03
-8.761756684819680174e+01	-2.497394404059093358e+04	4.869253102799411863e+03
-8.759754418253928065e+01	-2.867763085197234614e+04	3.918865743909720550e+03
-8.757752151688175957e+01	-2.416651388777067405e+04	1.171474190962988359e+03
-8.755749885122422427e+01	-2.179771256449178691e+04	4.364618726480714031e+03
-8.753747618556670318e+01	-2.208445973300540572e+04	3.766004242275770139e+03
-8.751745351990918209e+01	-2.472214315421514038e+04	-1.545049307328954001e+03
-8.749743085425164679e+01	-2.527196193690739892e+04	1.313344177790485901e+03
-8.747740818859412570e+01	-2.536885978129507566e+04	1.322399118176261027e+03
-8.745738552293661883e+01	-2.622136342087314915e+04	9.776599257981413302e+02
-8.743736285727909774e+01	-2.509587866373018551e+04	8.328285312462299999e+02
-8.741734019162156244e+01	-2.113132048503991246e+04	-3.060312157429551917e+03
-8.739731752596404135e+01	-2.788239519404731618e+04	8.571960005649038976e+02
-8.737729486030652026e+01	-2.111640482218034958e+04	6.712908904488360804e+02
-8.735727219464899918e+01	-2.127087642019077612e+04	-3.732266021779884795e+03
-8.733724952899146388e+01	-2.035814631005378396e+04	2.954332525955435358e+03
-8.731722686333394279e+01	-2.269494796763206250e+04	1.803752199503131806e+03
-8.729720419767642170e+01	-2.336748741672520555e+04	2.783210417930577023e+03
-8.727718153201888640e+01	-2.614414237634867459e+04	-5.034755717435078282e+01
-8.725715886636136531e+01	-2.422604863945844409e+04	3.124881930825622021e+03
-8.723713620070384422e+01	-2.001019841228488804e+04	3.221446228979054467e+03
-8.721711353504632314e+01	-1.964995331603000523e+04	1.130896135058048912e+02
-8.719709086938878784e+01	-2.618385626597283044e+04	1.718501310279489189e+03
-8.717706820373126675e+01	-2.570214702824252527e+04	-1.433131534676266483e+03
-8.715704553807374566e+01	-2.209887217806960325e+04	1.530208170796676768e+03
-8.713702287241621036e+01	-1.937222118982307438e+04	3.788589284869563926e+03
-8.711700020675868927e+01	-2.412887273445797109e+04	3.019323916341722907e+03
-8.709697754110116819e+01	-2.736128406513987647e+04	1.342018294402404763e+03
